# These are the values suggested as reasonable choices
# in the Readme file which accompanied the scripts for the
# Kleinjung/Franke polynomial selection tool, as interpolated
# by Jes Hansen. 

# The format is:
# digits, maxPSTime, search_a5step, npr, normmax, normmax1, normmax2, murphymax
# The `maxPSTime' fields are in Athlon 2800 minutes, and are rough guesses.
# I just filled the values in on a whim, for the sake of having something
# there, but they should not be taken as absolute in any sense. In particular,
# on the high end for example, I'm sure that 7 hours is not enough for a C145!

98,24,1,4,2.60E+014,1.40E+013,1.86E+011,3.45E-009
99,27,1,4,3.80E+014,2.00E+013,2.57E+011,3.10E-009
100,30,1,4,5.56E+014,2.86E+013,3.56E+011,2.80E-009
101,33,1,4,8.13E+014,4.08E+013,4.92E+011,2.50E-009
102,37,1,4,1.19E+015,5.82E+013,6.81E+011,2.21E-009
103,42,1,4,1.74E+015,8.31E+013,9.42E+011,1.94E-009
104,47,1,4,2.55E+015,1.18E+014,1.30E+012,1.71E-009
105,52,1,4,3.74E+015,1.69E+014,1.80E+012,1.50E-009
106,58,1,4,5.47E+015,2.41E+014,2.50E+012,1.32E-009
107,65,1,4,8.01E+015,3.44E+014,3.46E+012,1.16E-009
108,72,1,4,1.17E+016,4.91E+014,4.78E+012,1.02E-009
109,81,1,4,1.72E+016,7.00E+014,6.62E+012,8.92E-010
110,90,1,4,2.52E+016,9.98E+014,9.16E+012,7.83E-010
111,100,1,4,3.68E+016,1.42E+015,1.27E+013,6.88E-010
112,112,1,4,5.39E+016,2.03E+015,1.75E+013,6.04E-010
113,125,1,4,7.90E+016,2.90E+015,2.43E+013,5.31E-010
114,140,1,4,1.16E+017,4.13E+015,3.36E+013,4.66E-010
115,156,1,4,1.69E+017,5.90E+015,4.65E+013,4.09E-010
116,179,1,4,2.48E+017,8.41E+015,6.43E+013,3.60E-010
117,206,1,4,3.63E+017,1.20E+016,8.90E+013,3.16E-010
118,236,1,4,5.31E+017,1.71E+016,1.23E+014,2.77E-010
119,272,1,4,7.78E+017,2.44E+016,1.70E+014,2.44E-010
120,312,1,4,1.14E+018,3.48E+016,2.36E+014,2.14E-010
121,358,1,4,1.67E+018,4.97E+016,3.26E+014,1.88E-010
122,412,1,4,2.44E+018,7.09E+016,4.52E+014,1.65E-010
123,473,1,4,3.58E+018,1.01E+017,6.25E+014,1.45E-010
124,543,1,5,5.24E+018,1.44E+017,8.65E+014,1.27E-010
125,624,1,5,7.67E+018,2.06E+017,1.20E+015,1.12E-010
126,717,1,5,1.12E+019,2.94E+017,1.66E+015,9.82E-011
127,823,1,5,1.64E+019,4.19E+017,2.29E+015,8.62E-011
128,946,1,5,2.41E+019,5.98E+017,3.17E+015,7.57E-011
129,1087,1,5,3.52E+019,8.52E+017,4.39E+015,6.65E-011
130,1250,1,5,5.16E+019,1.22E+018,6.07E+015,5.84E-011
131,1468,1,5,7.55E+019,1.73E+018,8.41E+015,5.13E-011
132,1725,1,5,1.11E+020,2.47E+018,1.16E+016,4.51E-011
133,2026,1,5,1.62E+020,3.53E+018,1.61E+016,3.96E-011
134,2380,1,5,2.37E+020,5.04E+018,2.23E+016,3.48E-011
135,2795,1,5,3.47E+020,7.18E+018,3.08E+016,3.05E-011
136,2880,1,5,5.08E+020,1.02E+019,4.27E+016,2.68E-011
137,2880,1,6,7.44E+020,1.46E+019,5.90E+016,2.36E-011
138,2880,1,6,1.09E+021,2.09E+019,8.17E+016,2.07E-011
139,2880,1,6,1.60E+021,2.98E+019,1.13E+017,1.82E-011
140,2880,1,6,2.34E+021,4.24E+019,1.56E+017,1.60E-011
141,2880,1,6,3.42E+021,6.05E+019,2.16E+017,1.40E-011
142,2880,1,6,5.01E+021,8.64E+019,3.00E+017,1.23E-011
143,2880,1,6,7.33E+021,1.23E+020,4.15E+017,1.08E-011
144,2880,1,6,1.07E+022,1.76E+020,5.74E+017,9.50E-012
145,2880,1,6,1.57E+022,2.51E+020,7.94E+017,8.34E-012
146,2880,1,6,2.30E+022,3.58E+020,1.10E+018,7.33E-012
147,2880,1,7,3.37E+022,5.10E+020,1.52E+018,6.43E-012
148,2880,1,7,4.94E+022,7.28E+020,2.10E+018,5.65E-012
149,2880,1,7,7.23E+022,1.04E+021,2.91E+018,4.96E-012
150,2880,1,7,1.06E+023,1.48E+021,4.03E+018,4.36E-012
151,2880,1,7,1.55E+023,2.11E+021,5.58E+018,3.83E-012
152,2880,1,7,2.27E+023,3.01E+021,7.72E+018,3.36E-012
153,2880,1,7,3.32E+023,4.30E+021,1.07E+019,2.95E-012
154,2880,1,7,4.86E+023,6.13E+021,1.48E+019,2.59E-012
155,2880,1,7,7.12E+023,8.75E+021,2.04E+019,2.28E-012
